num_player,num_level_players,total_player_hp,avg_player_ac,total_player_atk,num_enemy,total_enemy_hp,avg_enemy_ac,total_enemy_atk,player_victory
6,15,541,21.0,114,10,0.0,15.2,61,1
5,6,172,17.0,50,3,0.0,14.666666666666666,23,1
7,9,511,18.0,91,5,0.0,14.2,25,1
3,2,0,15.0,18,4,281.0,17.25,24,0
3,2,0,15.0,18,1,10.0,11.0,10,0
5,12,421,20.0,80,6,0.0,12.833333333333334,47,1
3,3,0,15.0,21,4,119.5,17.0,25,0
5,7,324,17.0,55,1,0.0,20.0,6,1
6,9,318,18.0,78,6,0.0,14.833333333333334,43,1
7,3,0,15.0,49,8,430.5,13.875,44,0
8,16,1104,22.0,160,2,0.0,14.5,18,1
3,9,0,18.0,39,7,331.5,15.0,52,0
6,3,0,15.0,42,3,26.0,16.666666666666668,18,0
8,11,589,19.0,120,7,0.0,16.714285714285715,45,1
3,5,150,16.0,27,1,0.0,13.0,3,1
5,4,190,16.0,40,2,0.0,13.5,10,1
3,5,0,16.0,27,6,160.5,14.0,38,0
4,8,240,18.0,48,4,0.0,15.5,26,1
6,13,652,20.0,102,3,0.0,15.0,18,1
7,5,0,16.0,63,9,243.0,13.333333333333334,63,0
5,8,226,18.0,60,5,0.0,16.4,38,1
3,13,0,20.0,51,7,196.0,13.428571428571429,48,0
6,16,703,22.0,120,7,0.0,14.857142857142858,47,1
6,1,0,14.0,30,6,347.0,13.333333333333334,37,0
4,6,232,17.0,40,1,0.0,15.0,5,1
8,3,0,15.0,56,6,355.5,13.833333333333334,37,0
8,6,305,17.0,80,5,0.0,14.4,30,1
8,2,146,15.0,48,2,0.0,15.0,15,1
7,10,480,19.0,98,7,0.0,13.571428571428571,40,1
4,15,437,21.0,76,4,0.0,14.5,36,1
3,1,0,14.0,15,2,170.0,16.0,13,0
6,5,0,16.0,54,6,175.0,15.166666666666666,42,0
7,4,23,16.0,56,7,0.0,15.714285714285714,34,1
8,5,228,16.0,72,3,0.0,17.666666666666668,26,1
7,10,168,19.0,98,10,0.0,14.7,61,1
5,13,376,20.0,85,7,0.0,14.571428571428571,51,1
8,13,900,20.0,136,3,0.0,11.333333333333334,16,1
3,10,113,19.0,42,5,0.0,14.4,30,1
7,3,207,15.0,49,2,0.0,16.5,11,1
7,7,411,17.0,77,3,0.0,12.666666666666666,18,1
4,5,0,16.0,36,9,559.5,15.555555555555555,63,0
3,3,0,15.0,21,4,208.0,14.0,29,0
7,9,574,18.0,91,2,0.0,14.5,15,1
4,15,179,21.0,76,10,0.0,15.3,64,1
5,2,0,15.0,30,8,548.0,14.375,66,0
8,14,976,21.0,144,1,0.0,20.0,10,1
7,10,520,19.0,98,5,0.0,15.6,41,1
3,14,287,21.0,54,3,0.0,13.333333333333334,23,1
7,14,854,21.0,126,1,0.0,16.0,9,1
4,13,364,20.0,68,7,0.0,13.0,47,1
4,4,68,16.0,32,2,0.0,12.5,13,1
8,5,369,16.0,72,1,0.0,16.0,5,1
6,10,528,19.0,84,2,0.0,17.0,16,1
4,4,0,16.0,32,8,561.0,15.0,52,0
6,5,0,16.0,54,9,354.5,15.444444444444445,63,0
3,7,0,17.0,33,10,558.5,15.9,69,0
4,14,483,21.0,72,4,0.0,14.5,27,1
8,8,592,18.0,96,3,0.0,15.666666666666666,23,1
7,3,0,15.0,49,4,157.0,15.75,24,0
3,3,0,15.0,21,2,145.0,16.0,13,0
4,5,0,16.0,36,8,403.0,13.75,46,0
5,16,591,22.0,100,6,0.0,16.166666666666668,37,1
5,4,0,16.0,40,6,379.0,14.166666666666666,41,0
4,1,0,14.0,20,3,82.5,14.333333333333334,21,0
7,1,108,14.0,35,1,0.0,15.0,4,1
5,13,551,20.0,85,1,0.0,12.0,6,1
6,11,566,19.0,90,6,0.0,15.333333333333334,40,1
4,5,0,16.0,36,10,706.5,14.4,63,0
4,7,0,17.0,44,6,323.5,15.5,34,0
7,9,526,18.0,91,2,0.0,16.5,17,1
5,11,463,19.0,75,3,0.0,14.666666666666666,21,1
4,2,0,15.0,24,4,251.0,15.25,29,0
5,9,373,18.0,65,2,0.0,14.5,10,1
6,6,0,17.0,60,8,465.0,15.0,46,0
7,1,0,14.0,35,6,292.5,17.333333333333332,38,0
5,5,0,16.0,45,3,41.5,19.666666666666668,21,0
6,8,416,18.0,72,4,0.0,12.0,31,1
5,16,667,22.0,100,1,0.0,12.0,9,1
6,3,0,15.0,42,5,216.0,13.6,29,0
8,3,0,15.0,56,6,144.0,14.166666666666666,38,0
3,3,0,15.0,21,6,413.5,16.0,37,0
3,1,0,14.0,15,4,141.5,16.25,30,0
4,15,402,21.0,76,5,0.0,15.2,33,1
4,14,480,21.0,72,2,0.0,16.5,15,1
4,6,0,17.0,40,8,388.0,14.375,57,0
4,10,360,19.0,56,1,0.0,17.0,9,1
4,1,0,14.0,20,1,44.5,15.0,9,0
5,3,128,15.0,35,2,0.0,10.5,11,1
6,8,201,18.0,72,6,0.0,15.0,31,1
6,16,646,22.0,120,9,0.0,14.0,59,1
5,6,0,17.0,50,7,10.0,14.571428571428571,54,0
3,7,0,17.0,33,10,530.5,15.9,65,0
6,3,0,15.0,42,9,620.5,15.333333333333334,58,0
7,8,73,18.0,84,8,0.0,14.5,46,1
4,5,0,16.0,36,10,375.5,13.0,67,0
7,16,835,22.0,140,9,0.0,13.222222222222221,71,1
3,3,0,15.0,21,8,521.5,16.875,50,0
3,5,0,16.0,27,8,639.0,14.5,55,0
4,8,0,18.0,48,7,113.0,14.0,42,0
3,10,0,19.0,42,9,322.0,15.88888888888889,57,0
7,9,168,18.0,91,9,0.0,16.88888888888889,74,1
6,4,214,16.0,48,1,0.0,17.0,6,1
6,1,0,14.0,30,8,519.5,12.5,51,0
4,12,257,20.0,64,7,0.0,15.571428571428571,54,1
7,6,317,17.0,70,5,0.0,13.2,27,1
4,12,362,20.0,64,5,0.0,14.2,29,1
3,3,0,15.0,21,9,556.5,15.333333333333334,57,0
5,3,0,15.0,35,9,708.5,16.11111111111111,61,0
3,5,106,16.0,27,1,0.0,13.0,9,1
6,8,0,18.0,72,9,97.0,14.666666666666666,61,0
5,2,0,15.0,30,5,448.0,13.0,32,0
4,8,74,18.0,48,6,0.0,13.833333333333334,34,1
4,4,0,16.0,32,5,413.0,15.2,35,0
5,6,98,17.0,50,3,0.0,13.0,17,1
6,14,679,21.0,108,7,0.0,16.428571428571427,57,1
4,9,0,18.0,52,10,428.5,14.4,69,0
8,5,92,16.0,72,7,0.0,13.285714285714286,50,1
4,7,0,17.0,44,9,529.5,15.666666666666666,60,0
6,11,0,19.0,90,8,161.0,14.25,63,0
5,13,387,20.0,85,8,0.0,14.25,44,1
6,8,378,18.0,72,1,0.0,16.0,7,1
5,4,0,16.0,40,10,674.0,15.5,68,0
7,4,212,16.0,56,1,0.0,17.0,6,1
7,8,518,18.0,84,2,0.0,18.0,8,1
8,15,1024,21.0,152,4,0.0,14.5,31,1
8,16,1104,22.0,160,5,0.0,15.8,33,1
8,14,976,21.0,144,2,0.0,14.5,16,1
3,14,366,21.0,54,1,0.0,15.0,3,1
4,14,488,21.0,72,2,0.0,18.0,12,1
8,6,464,17.0,80,1,0.0,16.0,6,1
5,4,0,16.0,40,4,88.0,15.75,26,0
5,12,530,20.0,80,3,0.0,15.0,16,1
6,16,798,22.0,120,6,0.0,12.833333333333334,35,1
7,13,731,20.0,119,6,0.0,14.5,34,1
6,1,0,14.0,30,2,52.5,15.5,13,0
3,14,353,21.0,54,3,0.0,14.666666666666666,15,1
4,7,0,17.0,44,4,242.5,16.5,29,0
7,4,0,16.0,56,6,222.0,13.666666666666666,36,0
8,11,665,19.0,120,6,0.0,17.0,36,1
4,11,0,19.0,60,9,261.5,14.444444444444445,54,0
4,4,0,16.0,32,8,406.0,14.25,47,0
3,6,174,17.0,30,1,0.0,11.0,3,1
4,4,140,16.0,32,2,0.0,13.5,15,1
6,16,689,22.0,120,7,0.0,14.142857142857142,40,1
8,4,308,16.0,64,2,0.0,17.5,13,1
8,2,0,15.0,48,10,644.0,14.4,60,0
6,12,465,20.0,96,7,0.0,16.142857142857142,47,1
5,13,570,20.0,85,1,0.0,11.0,5,1
7,2,0,15.0,42,7,408.0,17.428571428571427,54,0
6,2,130,15.0,36,1,0.0,15.0,8,1
7,16,892,22.0,140,7,0.0,13.857142857142858,38,1
3,15,0,21.0,57,10,626.0,17.4,64,0
4,14,461,21.0,72,3,0.0,14.333333333333334,28,1
7,11,302,19.0,105,10,0.0,13.8,63,1
8,2,0,15.0,48,5,132.0,14.4,32,0
4,11,210,19.0,60,7,0.0,14.0,41,1
3,15,20,21.0,57,10,0.0,14.1,67,1
8,2,208,15.0,48,1,0.0,10.0,8,1
7,3,0,15.0,49,2,55.0,17.5,15,0
4,13,441,20.0,68,3,0.0,13.666666666666666,23,1
4,14,412,21.0,72,4,0.0,16.0,25,1
3,2,0,15.0,18,3,176.0,14.0,16,0
5,15,401,21.0,95,10,0.0,15.6,63,1
3,12,318,20.0,48,1,0.0,13.0,7,1
6,14,732,21.0,108,4,0.0,14.0,22,1
8,7,0,17.0,88,10,227.5,15.5,65,0
3,2,0,15.0,18,9,587.0,14.444444444444445,57,0
7,6,0,17.0,70,9,362.0,14.222222222222221,54,0
3,13,117,20.0,51,7,0.0,16.857142857142858,41,1
7,15,876,21.0,133,6,0.0,14.833333333333334,42,1
8,14,976,21.0,144,5,0.0,15.2,25,1
3,14,0,21.0,54,9,291.0,15.333333333333334,56,0
7,14,815,21.0,126,4,0.0,13.25,28,1
7,11,686,19.0,105,2,0.0,16.0,10,1
5,2,0,15.0,30,10,751.0,14.4,67,0
7,1,0,14.0,35,5,297.5,15.2,27,0
4,7,232,17.0,44,1,0.0,10.0,6,1
4,5,0,16.0,36,6,424.5,14.833333333333334,39,0
5,5,0,16.0,45,5,65.5,12.2,37,0
5,7,0,17.0,55,9,363.5,13.88888888888889,64,0
8,11,784,19.0,120,3,0.0,17.0,15,1
5,4,42,16.0,40,4,0.0,12.75,20,1
3,10,0,19.0,42,9,300.0,14.222222222222221,62,0
6,3,0,15.0,42,4,85.0,14.75,34,0
7,9,553,18.0,91,4,0.0,13.5,26,1
8,6,0,17.0,80,8,227.0,16.375,51,0
8,1,90,14.0,40,1,0.0,11.0,3,1
4,2,0,15.0,24,7,524.0,12.285714285714286,50,0
8,1,0,14.0,40,8,422.0,13.625,38,0
3,9,0,18.0,39,9,437.0,13.0,55,0
8,8,578,18.0,96,2,0.0,14.5,17,1
5,8,0,18.0,60,10,657.0,17.2,62,0
4,7,0,17.0,44,10,738.5,14.4,65,0
4,13,148,20.0,68,10,0.0,15.3,61,1
8,16,1079,22.0,160,8,0.0,16.5,34,1
8,10,720,19.0,112,1,0.0,19.0,7,1
7,12,640,20.0,112,5,0.0,14.6,42,1
5,13,399,20.0,85,7,0.0,13.142857142857142,43,1
6,6,0,17.0,60,10,628.0,15.0,58,0
3,10,224,19.0,42,2,0.0,16.5,10,1
8,6,0,17.0,80,10,238.0,15.9,70,0
3,7,20,17.0,33,2,0.0,18.0,19,1
3,6,0,17.0,30,8,507.0,14.25,57,0
4,10,328,19.0,56,3,0.0,16.0,23,1
6,16,636,22.0,120,8,0.0,15.875,51,1
7,10,587,19.0,98,5,0.0,15.8,38,1
6,7,360,17.0,66,3,0.0,11.0,19,1
4,15,509,21.0,76,3,0.0,17.666666666666668,21,1
7,14,812,21.0,126,4,0.0,17.5,33,1
7,3,0,15.0,49,10,345.0,13.3,73,0
8,4,240,16.0,64,4,0.0,14.5,27,1
8,10,720,19.0,112,3,0.0,15.333333333333334,22,1
3,12,244,20.0,48,3,0.0,16.333333333333332,20,1
5,10,170,19.0,70,7,0.0,12.857142857142858,44,1
8,13,894,20.0,136,3,0.0,13.333333333333334,15,1
5,13,570,20.0,85,2,0.0,17.0,11,1
8,11,675,19.0,120,7,0.0,13.142857142857142,51,1
6,15,670,21.0,114,8,0.0,15.375,51,1
7,16,912,22.0,140,7,0.0,17.571428571428573,50,1
8,12,744,20.0,128,5,0.0,11.6,28,1
8,2,0,15.0,48,2,123.0,16.5,8,0
3,15,390,21.0,57,1,0.0,13.0,10,1
3,4,0,16.0,24,3,149.0,17.333333333333332,21,0
8,11,737,19.0,120,6,0.0,15.166666666666666,38,1
3,5,0,16.0,27,2,19.0,12.5,17,0
8,5,387,16.0,72,3,0.0,15.0,23,1
7,14,666,21.0,126,10,0.0,15.7,60,1
3,5,0,16.0,27,3,119.5,14.333333333333334,18,0
6,12,636,20.0,96,1,0.0,17.0,6,1
4,12,318,20.0,64,4,0.0,14.0,31,1
8,8,448,18.0,96,6,0.0,16.5,48,1
8,2,0,15.0,48,6,292.0,14.333333333333334,41,0
8,15,1016,21.0,152,6,0.0,14.333333333333334,33,1
8,3,0,15.0,56,7,437.5,15.714285714285714,52,0
5,16,592,22.0,100,6,0.0,13.833333333333334,36,1
7,5,0,16.0,63,8,237.5,11.75,56,0
6,2,0,15.0,36,5,363.0,16.6,38,0
5,12,530,20.0,80,1,0.0,14.0,10,1
5,14,128,21.0,90,10,0.0,15.4,62,1
8,16,1082,22.0,160,7,0.0,13.142857142857142,46,1
5,2,0,15.0,30,2,96.0,13.5,18,0
6,16,705,22.0,120,8,0.0,16.5,49,1
6,9,162,18.0,78,6,0.0,16.5,42,1
7,3,0,15.0,49,8,464.0,15.75,52,0
3,9,78,18.0,39,3,0.0,17.333333333333332,21,1
4,6,191,17.0,40,2,0.0,14.5,14,1
5,5,0,16.0,45,7,238.5,15.714285714285714,48,0
5,3,61,15.0,35,3,0.0,12.333333333333334,16,1
8,9,152,18.0,104,10,0.0,14.3,59,1
6,2,104,15.0,36,1,0.0,13.0,10,1
3,5,0,16.0,27,6,331.0,17.833333333333332,37,0
4,13,377,20.0,68,5,0.0,16.2,30,1
7,7,426,17.0,77,2,0.0,10.5,20,1
8,14,976,21.0,144,2,0.0,14.0,11,1
4,2,97,15.0,24,1,0.0,10.0,9,1
6,12,571,20.0,96,6,0.0,14.666666666666666,45,1
4,13,274,20.0,68,6,0.0,15.833333333333334,29,1
4,4,0,16.0,32,6,352.0,13.833333333333334,35,0
6,13,589,20.0,102,7,0.0,14.571428571428571,44,1
3,15,0,21.0,57,10,257.5,14.5,62,0
7,15,890,21.0,133,3,0.0,15.333333333333334,19,1
5,4,0,16.0,40,6,167.0,13.333333333333334,41,0
5,2,0,15.0,30,8,466.0,14.0,57,0
6,1,0,14.0,30,7,460.5,15.714285714285714,49,0
7,9,492,18.0,91,5,0.0,15.8,27,1
8,10,703,19.0,112,3,0.0,12.666666666666666,18,1
3,4,0,16.0,24,8,472.0,15.625,55,0
5,8,341,18.0,60,2,0.0,16.0,13,1
7,16,966,22.0,140,3,0.0,13.333333333333334,13,1
5,4,87,16.0,40,2,0.0,19.0,13,1
7,9,329,18.0,91,6,0.0,14.833333333333334,42,1
7,7,179,17.0,77,9,0.0,13.777777777777779,60,1
4,13,108,20.0,68,9,0.0,16.0,59,1
3,3,0,15.0,21,6,432.0,15.5,36,0
7,16,966,22.0,140,3,0.0,13.666666666666666,14,1
4,13,456,20.0,68,1,0.0,19.0,7,1
3,10,0,19.0,42,8,306.0,15.25,61,0
6,7,178,17.0,66,4,0.0,14.5,35,1
8,16,1040,22.0,160,6,0.0,14.166666666666666,44,1
3,9,48,18.0,39,5,0.0,10.6,30,1
8,2,0,15.0,48,4,164.0,13.25,18,0
6,4,0,16.0,48,10,723.0,15.3,69,0
8,5,0,16.0,72,9,453.0,13.0,57,0
3,12,312,20.0,48,2,0.0,14.0,15,1
5,9,410,18.0,65,1,0.0,13.0,3,1
4,15,376,21.0,76,9,0.0,15.11111111111111,50,1
8,9,318,18.0,104,8,0.0,15.25,41,1
7,1,0,14.0,35,10,598.5,14.8,63,0
5,9,410,18.0,65,1,0.0,11.0,8,1
8,6,0,17.0,80,10,441.0,16.5,68,0
6,5,0,16.0,54,9,571.5,14.444444444444445,61,0
3,3,0,15.0,21,9,431.5,14.555555555555555,59,0
4,14,314,21.0,72,5,0.0,14.6,40,1
6,12,459,20.0,96,8,0.0,15.5,58,1
7,15,829,21.0,133,8,0.0,16.625,45,1
3,10,197,19.0,42,2,0.0,12.5,17,1
3,6,0,17.0,30,8,387.0,15.0,40,0
8,7,471,17.0,88,6,0.0,16.666666666666668,39,1
8,3,0,15.0,56,5,174.5,15.6,33,0
7,8,0,18.0,84,9,252.0,14.555555555555555,60,0
7,13,639,20.0,119,7,0.0,13.428571428571429,42,1
4,9,0,18.0,52,8,427.0,14.5,53,0
7,9,574,18.0,91,1,0.0,19.0,4,1
5,15,544,21.0,95,5,0.0,15.2,23,1
7,8,505,18.0,84,5,0.0,15.2,25,1
7,9,574,18.0,91,2,0.0,14.5,18,1
4,9,0,18.0,52,8,107.0,15.375,59,0
6,10,412,19.0,84,6,0.0,15.333333333333334,36,1
6,3,204,15.0,42,1,0.0,11.0,9,1
7,14,854,21.0,126,3,0.0,14.333333333333334,20,1
3,2,0,15.0,18,3,241.0,16.0,17,0
5,4,0,16.0,40,8,384.0,15.5,56,0
6,12,607,20.0,96,4,0.0,17.5,15,1
3,12,0,20.0,48,8,84.0,14.0,45,0
4,7,0,17.0,44,6,80.0,14.0,37,0
6,8,444,18.0,72,2,0.0,13.5,7,1
3,15,329,21.0,57,5,0.0,14.0,25,1
6,6,0,17.0,60,8,412.0,13.5,42,0
5,4,0,16.0,40,6,277.0,13.833333333333334,45,0
5,11,426,19.0,75,2,0.0,16.0,15,1
4,12,257,20.0,64,5,0.0,16.0,42,1
4,2,0,15.0,24,4,279.0,15.0,32,0
8,8,525,18.0,96,5,0.0,13.6,28,1
3,6,0,17.0,30,8,555.0,16.625,47,0
8,8,0,18.0,96,9,252.0,15.0,72,0
8,3,0,15.0,56,8,413.5,16.375,49,0
8,15,938,21.0,152,8,0.0,15.0,41,1
5,5,0,16.0,45,9,599.0,15.444444444444445,45,0
3,4,0,16.0,24,4,167.0,14.75,26,0
6,13,350,20.0,102,8,0.0,14.0,55,1
7,10,602,19.0,98,2,0.0,14.0,13,1
3,5,0,16.0,27,8,498.5,15.125,51,0
6,1,0,14.0,30,5,219.5,16.8,40,0
6,13,608,20.0,102,5,0.0,12.8,26,1
4,2,0,15.0,24,7,353.0,15.142857142857142,53,0
4,8,296,18.0,48,2,0.0,12.0,14,1
6,8,444,18.0,72,2,0.0,13.0,11,1
6,9,394,18.0,78,5,0.0,13.8,26,1
5,13,302,20.0,85,10,0.0,16.6,65,1
5,11,351,19.0,75,7,0.0,14.285714285714286,38,1
7,16,949,22.0,140,5,0.0,17.2,34,1
5,14,416,21.0,90,6,0.0,15.166666666666666,49,1
4,2,0,15.0,24,4,202.0,11.75,19,0
4,5,162,16.0,36,1,0.0,13.0,3,1
7,4,263,16.0,56,1,0.0,12.0,6,1
7,3,205,15.0,49,2,0.0,12.0,13,1
6,13,584,20.0,102,6,0.0,15.0,39,1
3,5,150,16.0,27,1,0.0,13.0,5,1
6,15,643,21.0,114,9,0.0,15.666666666666666,49,1
7,7,357,17.0,77,5,0.0,15.4,29,1
7,1,0,14.0,35,3,91.5,14.333333333333334,15,0
8,15,996,21.0,152,4,0.0,16.25,29,1
6,15,711,21.0,114,10,0.0,15.6,58,1
3,10,0,19.0,42,6,284.0,13.166666666666666,41,0
8,14,868,21.0,144,6,0.0,15.333333333333334,51,1
5,6,0,17.0,50,8,340.0,15.25,59,0
5,4,119,16.0,40,2,0.0,17.0,15,1
4,4,0,16.0,32,8,549.0,13.375,47,0
7,10,607,19.0,98,3,0.0,14.333333333333334,17,1
5,13,570,20.0,85,2,0.0,11.5,8,1
5,12,476,20.0,80,4,0.0,14.25,26,1
3,4,0,16.0,24,7,526.0,15.428571428571429,40,0
3,13,161,20.0,51,4,0.0,13.25,26,1
4,10,340,19.0,56,1,0.0,11.0,5,1
6,14,657,21.0,108,6,0.0,12.833333333333334,42,1
6,15,662,21.0,114,8,0.0,14.75,50,1
3,7,151,17.0,33,2,0.0,15.0,19,1
4,10,0,19.0,56,10,472.0,14.0,62,0
5,10,329,19.0,70,4,0.0,15.5,24,1
7,3,0,15.0,49,5,130.0,15.8,26,0
5,12,530,20.0,80,1,0.0,13.0,4,1
4,3,0,15.0,28,8,536.0,14.125,48,0
8,11,730,19.0,120,4,0.0,15.0,28,1
3,10,270,19.0,42,1,0.0,19.0,6,1
3,8,0,18.0,36,8,430.0,13.375,54,0
6,12,565,20.0,96,3,0.0,17.333333333333332,20,1
4,8,0,18.0,48,9,336.0,13.666666666666666,61,0
7,15,841,21.0,133,3,0.0,13.333333333333334,23,1
8,8,526,18.0,96,3,0.0,15.333333333333334,17,1
6,15,780,21.0,114,1,0.0,19.0,5,1
6,3,0,15.0,42,6,289.0,13.833333333333334,26,0
8,13,912,20.0,136,1,0.0,11.0,3,1
6,1,0,14.0,30,10,717.0,14.2,74,0
6,10,517,19.0,84,1,0.0,17.0,8,1
8,9,446,18.0,104,8,0.0,16.125,36,1
6,14,654,21.0,108,6,0.0,15.0,41,1
4,5,0,16.0,36,10,564.0,17.7,60,0
3,9,0,18.0,39,7,434.5,16.428571428571427,51,0
4,14,368,21.0,72,6,0.0,16.166666666666668,41,1
4,12,136,20.0,64,10,0.0,12.8,67,1
8,10,626,19.0,112,10,0.0,17.1,60,1
5,7,208,17.0,55,4,0.0,16.5,22,1
5,16,590,22.0,100,8,0.0,14.125,60,1
3,10,0,19.0,42,8,466.0,13.375,52,0
8,8,561,18.0,96,2,0.0,14.0,17,1
8,8,0,18.0,96,10,61.0,14.6,60,0
8,15,1007,21.0,152,8,0.0,13.25,51,1
3,11,0,19.0,45,9,667.0,13.666666666666666,64,0
4,16,552,22.0,80,2,0.0,15.0,10,1
7,9,324,18.0,91,7,0.0,14.428571428571429,48,1
4,10,0,19.0,56,9,314.0,14.444444444444445,58,0
4,10,214,19.0,56,5,0.0,17.2,42,1
7,15,873,21.0,133,2,0.0,19.5,10,1
4,11,392,19.0,60,2,0.0,15.0,9,1
7,12,706,20.0,112,5,0.0,12.4,34,1
5,8,345,18.0,60,1,0.0,18.0,7,1
5,6,0,17.0,50,10,475.0,16.0,58,0
8,1,0,14.0,40,8,480.0,14.125,57,0
4,13,440,20.0,68,3,0.0,12.333333333333334,23,1
4,9,309,18.0,52,1,0.0,15.0,7,1
6,10,449,19.0,84,5,0.0,12.0,28,1
7,11,618,19.0,105,2,0.0,12.5,13,1
7,6,230,17.0,70,5,0.0,15.6,26,1
4,10,0,19.0,56,7,228.0,16.714285714285715,51,0
7,6,406,17.0,70,2,0.0,13.0,18,1
5,4,0,16.0,40,9,611.0,15.11111111111111,55,0
7,13,637,20.0,119,5,0.0,14.6,37,1
7,1,0,14.0,35,2,61.5,17.5,11,0
8,9,656,18.0,104,2,0.0,16.5,11,1
5,16,516,22.0,100,8,0.0,15.75,57,1
8,1,41,14.0,40,2,0.0,19.0,10,1
4,14,394,21.0,72,3,0.0,14.0,29,1
3,14,56,21.0,54,9,0.0,13.777777777777779,59,1
4,10,0,19.0,56,8,216.0,13.625,61,0
4,10,0,19.0,56,10,432.0,14.8,72,0
5,8,0,18.0,60,6,184.0,14.166666666666666,41,0
6,5,143,16.0,54,4,0.0,16.25,33,1
8,7,384,17.0,88,6,0.0,16.5,40,1
6,14,672,21.0,108,3,0.0,14.333333333333334,15,1
4,12,424,20.0,64,1,0.0,13.0,6,1
7,6,0,17.0,70,10,437.0,16.5,63,0
6,1,0,14.0,30,2,103.5,11.5,16,0
3,10,200,19.0,42,3,0.0,12.333333333333334,17,1
8,3,0,15.0,56,7,458.5,14.571428571428571,43,0
7,2,0,15.0,42,8,522.0,14.625,49,0
8,1,0,14.0,40,3,186.0,11.666666666666666,29,0
6,1,0,14.0,30,3,211.0,15.0,20,0
4,5,0,16.0,36,9,626.0,14.555555555555555,56,0
3,3,23,15.0,21,2,0.0,13.0,18,1
3,5,118,16.0,27,2,0.0,11.0,11,1
4,15,256,21.0,76,10,0.0,14.9,66,1
5,5,0,16.0,45,6,270.5,16.833333333333332,37,0
4,13,283,20.0,68,7,0.0,16.714285714285715,43,1
3,6,156,17.0,30,1,0.0,11.0,5,1
4,9,289,18.0,52,2,0.0,17.5,9,1
6,8,0,18.0,72,7,25.0,13.142857142857142,50,0
5,7,0,17.0,55,6,320.5,17.333333333333332,33,0
4,13,85,20.0,68,10,0.0,16.0,72,1
3,4,0,16.0,24,6,427.0,15.5,43,0
8,16,923,22.0,160,8,0.0,13.75,65,1
5,6,290,17.0,50,2,0.0,13.0,10,1
8,16,1011,22.0,160,6,0.0,15.333333333333334,41,1
5,1,0,14.0,25,9,426.0,13.88888888888889,59,0
7,7,0,17.0,77,9,483.0,15.666666666666666,54,0
8,12,842,20.0,128,3,0.0,13.0,19,1
8,2,0,15.0,48,9,555.0,15.777777777777779,56,0
6,4,0,16.0,48,9,638.0,14.333333333333334,50,0
5,8,155,18.0,60,7,0.0,13.0,44,1
4,4,0,16.0,32,7,404.0,13.571428571428571,50,0
8,16,1104,22.0,160,3,0.0,16.333333333333332,20,1
3,12,0,20.0,48,8,152.0,13.375,42,0
3,2,0,15.0,18,4,296.0,18.25,29,0
6,8,0,18.0,72,9,105.0,14.88888888888889,73,0
7,4,0,16.0,56,9,434.0,15.555555555555555,63,0
8,15,1010,21.0,152,9,0.0,15.222222222222221,51,1
